filepath,filename,folder_category,inferred_category,final_category,product,arabic_name,souk_location,price_min_mad,price_max_mad,price_range,notes,width_px,height_px,size_kb,hash,annotated,annotation_file
marrakech_dataset\spices\bing\000016.jpg,000016.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,112.6,6ac8231564,no,
marrakech_dataset\spices\bing\000017.jpg,000017.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,143.5,5e1647f51d,no,
marrakech_dataset\spices\bing\000018.jpg,000018.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,192.2,1a9b341a44,no,
marrakech_dataset\spices\bing\000019.jpg,000019.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",800,534,85.3,3e1abf6403,no,
marrakech_dataset\spices\bing\000020.jpg,000020.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,325.7,888d79a4a5,no,
marrakech_dataset\spices\bing\000021.jpg,000021.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,109.1,c70351656e,no,
marrakech_dataset\spices\bing\000022.jpg,000022.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",800,534,77.1,4f8663ed04,no,
marrakech_dataset\spices\bing\000023.jpg,000023.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,89.4,f4182a3f62,no,
marrakech_dataset\spices\bing\000024.jpg,000024.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,111.3,8b1057a4ec,no,
marrakech_dataset\spices\bing\000025.jpg,000025.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,954,190.9,0d7cbc1d02,no,
marrakech_dataset\spices\bing\000026.jpg,000026.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",225,300,18.7,1a7fe61ee9,no,
marrakech_dataset\spices\bing\000027.jpg,000027.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1067,1600,232.0,2bd6f0cee7,no,
marrakech_dataset\spices\bing\000028.jpg,000028.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",490,360,57.7,f97467a7b1,no,
marrakech_dataset\spices\bing\000029.jpg,000029.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,358,85.0,b898103f77,no,
marrakech_dataset\spices\bing\000030.jpg,000030.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",866,1390,227.8,025e0b3f1b,no,
marrakech_dataset\spices\bing\000031.jpg,000031.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,190.3,c6de4a6ef5,no,
marrakech_dataset\spices\bing\000032.jpg,000032.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,351,68.4,abf2c1d658,no,
marrakech_dataset\spices\bing\000033.jpg,000033.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,962,268.9,c7e8a4fa68,no,
marrakech_dataset\spices\bing\000034.jpg,000034.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,317.3,96eb8430dd,no,
marrakech_dataset\spices\bing\000035.jpg,000035.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,351,54.4,9e4d90652e,no,
marrakech_dataset\spices\bing\000036.jpg,000036.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1155,259.7,2884124afa,no,
marrakech_dataset\spices\bing\000037.jpg,000037.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1150,248.4,f1732dfb8d,no,
marrakech_dataset\spices\bing\000038.jpg,000038.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,890,180.3,7f92228901,no,
marrakech_dataset\spices\bing\000039.jpg,000039.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1000,571,304.8,de62658bd4,no,
marrakech_dataset\spices\bing\000040.jpg,000040.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1000,571,256.8,e974ec5f67,no,
marrakech_dataset\spices\bing\000041.jpg,000041.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",640,640,191.2,d1126c3c1e,no,
marrakech_dataset\spices\bing\000042.jpg,000042.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,1065,271.3,7a5d8cadf4,no,
marrakech_dataset\spices\bing\000043.jpg,000043.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",604,453,67.6,d53bbc77e3,no,
marrakech_dataset\spices\bing\000044.jpg,000044.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",975,1390,223.9,1355f87bc7,no,
marrakech_dataset\spices\bing\000045.jpg,000045.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1153,256.7,e996a80db2,no,
marrakech_dataset\spices\bing\000046.jpg,000046.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",564,846,123.9,fda8f018c7,no,
marrakech_dataset\spices\bing\000047.jpg,000047.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,246.0,4257ce9446,no,
marrakech_dataset\spices\bing\000048.jpg,000048.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,824,180.5,c96bb96164,no,
marrakech_dataset\spices\bing\000049.jpg,000049.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1063,1690,238.1,85c29bdc0b,no,
marrakech_dataset\spices\bing\000050.jpg,000050.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",866,1390,89.3,4d96662773,no,
marrakech_dataset\spices\bing\000051.jpg,000051.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,626,123.5,0446a9a318,no,
marrakech_dataset\spices\bing\000052.jpg,000052.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,626,162.2,ae0270e2da,no,
marrakech_dataset\spices\bing\000053.jpg,000053.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,322.9,6367f84a53,no,
marrakech_dataset\spices\bing\000054.jpg,000054.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",720,720,192.5,cb0451de37,no,
marrakech_dataset\spices\bing\000055.jpg,000055.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",800,514,259.0,4749bf5a8e,no,
marrakech_dataset\spices\bing\000056.jpg,000056.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",600,600,183.5,aa3c1fad49,no,
marrakech_dataset\spices\bing\000057.jpg,000057.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",600,420,124.7,e736443d75,no,
marrakech_dataset\spices\bing\000058.jpg,000058.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1000,1125,176.3,247cd771c5,no,
marrakech_dataset\spices\bing\000059.jpg,000059.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1920,1285,184.2,142434b541,no,
marrakech_dataset\spices\bing\000060.jpg,000060.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",330,350,25.9,d716f6f37a,no,
marrakech_dataset\spices\bing\000061.jpg,000061.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",840,630,134.3,7068da09bb,no,
marrakech_dataset\spices\bing\000062.jpg,000062.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",960,1200,246.0,14d0d4cfae,no,
marrakech_dataset\spices\bing\000063.jpg,000063.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1200,700,98.3,b4f4c0d1b7,no,
marrakech_dataset\spices\bing\000064.jpg,000064.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1440,2560,828.2,3db6771aa4,no,
marrakech_dataset\spices\bing\000065.jpg,000065.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",800,800,95.6,aa5fae96cd,no,
marrakech_dataset\spices\bing\000066.jpg,000066.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",5760,3840,2366.3,054f489c06,no,
marrakech_dataset\spices\bing\000067.jpg,000067.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",2816,1880,2008.4,5dcef3fcff,no,
marrakech_dataset\spices\bing\000068.jpg,000068.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",866,1390,199.5,ed15de1fb3,no,
marrakech_dataset\spices\bing\000069.jpg,000069.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1536,2048,637.5,c15507c9c6,no,
marrakech_dataset\spices\bing\000070.jpg,000070.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",924,1231,1245.7,e9e47c487b,no,
marrakech_dataset\spices\bing\000071.jpg,000071.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",2048,1360,451.6,82cddac932,no,
marrakech_dataset\spices\bing\000072.jpg,000072.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,117.4,802ea30338,no,
marrakech_dataset\spices\bing\000073.jpg,000073.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,73.8,b7f434b45b,no,
marrakech_dataset\spices\bing\000074.jpg,000074.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,90.4,6210c655e5,no,
marrakech_dataset\spices\bing\000075.jpg,000075.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,117.7,2135cbc8f4,no,
marrakech_dataset\spices\bing\000076.jpg,000076.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",800,533,87.1,b17bf3ce5f,no,
marrakech_dataset\spices\bing\000077.jpg,000077.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,1032,262.8,1888435904,no,
marrakech_dataset\spices\bing\000078.jpg,000078.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,219.3,6cdc780257,no,
marrakech_dataset\spices\bing\000079.jpg,000079.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,325.7,888d79a4a5,no,
marrakech_dataset\spices\bing\000080.jpg,000080.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,143.5,5e1647f51d,no,
marrakech_dataset\spices\bing\000081.jpg,000081.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,922,216.5,0d63822b5b,no,
marrakech_dataset\spices\bing\000082.jpg,000082.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,112.6,6ac8231564,no,
marrakech_dataset\spices\bing\000083.jpg,000083.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",800,534,85.3,3e1abf6403,no,
marrakech_dataset\spices\bing\000084.jpg,000084.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1600,1157,196.2,d729e77300,no,
marrakech_dataset\spices\bing\000085.jpg,000085.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,954,190.9,0d7cbc1d02,no,
marrakech_dataset\spices\bing\000086.jpg,000086.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",626,417,104.6,3d3a1a483c,no,
marrakech_dataset\spices\bing\000087.jpg,000087.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,271.5,607156f78d,no,
marrakech_dataset\spices\bing\000088.jpg,000088.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1500,1101,921.5,131ddb61e8,no,
marrakech_dataset\spices\bing\000089.jpg,000089.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",866,1390,320.2,ce37b30bc1,no,
marrakech_dataset\spices\bing\000090.jpg,000090.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",800,534,83.7,a4c03af504,no,
marrakech_dataset\spices\bing\000091.jpg,000091.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,278.1,ce102e0af3,no,
marrakech_dataset\spices\bing\000092.jpg,000092.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,283.4,af5e0d7c4c,no,
